Name,Full Name,Age,Height,Nationality,Overall,Potential,First Name,Last Name
Rafinha,Rafinha,32,173.0,Brazil,76,76,Rafinha,-
Raúl Navas,Raúl Navas,30,185.0,Spain,76,76,Raúl,Navas
R. Ruidíaz,Raúl Ruidíaz,27,170.0,Peru,76,76,Raúl,Ruidíaz
R. Snodgrass,Robert Snodgrass,30,183.0,Scotland,76,76,Robert,Snodgrass
R. Olsen,Robin Olsen,28,196.0,Sweden,76,76,Robin,Olsen
R. Hamouma,Romain Hamouma,31,178.0,France,76,76,Romain,Hamouma
R. Thomas,Romain Thomas,30,193.0,France,76,76,Romain,Thomas
Rômulo,Rômulo,31,178.0,Italy,76,76,Rômulo,-
S. Bocchetti,Salvatore Bocchetti,31,185.0,Italy,76,76,Salvatore,Bocchetti
S. Vokes,Sam Vokes,28,188.0,Wales,76,76,Sam,Vokes
S. García,Santiago García,29,190.0,Argentina,76,76,Santiago,García
S. Taïder,Saphir Taïder,26,180.0,Algeria,76,76,Saphir,Taïder
S. Langkamp,Sebastian Langkamp,30,190.0,Germany,76,76,Sebastian,Langkamp
S. Blanco,Sebastián Blanco,30,168.0,Argentina,76,76,Sebastián,Blanco
S. Doumbia,Seydou Doumbia,30,178.0,Ivory Coast,76,76,Seydou,Doumbia
S. Proto,Silvio Proto,35,183.0,Belgium,76,76,Silvio,Proto
S. Terodde,Simon Terodde,30,193.0,Germany,76,76,Simon,Terodde
S. Tshabalala,Siphiwe Tshabalala,33,170.0,South Africa,76,76,Siphiwe,Tshabalala
Soldado,Soldado,33,180.0,Spain,76,76,Soldado,-
S. Sanogo,Sékou Sanogo,29,183.0,Ivory Coast,76,76,Sékou,Sanogo
T. Gebre Selassie,Theodor Gebre Selassie,31,180.0,Czech Republic,76,76,Theodor,Gebre Selassie
T. Kraft,Thomas Kraft,29,188.0,Germany,76,76,Thomas,Kraft
T. Mangani,Thomas Mangani,31,183.0,France,76,76,Thomas,Mangani
T. Cleverley,Tom Cleverley,28,175.0,England,76,76,Tom,Cleverley
Toño García,Toño García,28,178.0,Spain,76,76,Toño,García
V. Behrami,Valon Behrami,33,185.0,Switzerland,76,76,Valon,Behrami
Varela,Varela,30,185.0,Cape Verde,76,76,Varela,-
Vicente Gómez,Vicente Gómez,29,188.0,Spain,76,76,Vicente,Gómez
Victildinho,Victildinho,34,178.0,Brazil,76,76,Victildinho,-
Vieirinha,Vieirinha,32,173.0,Portugal,76,76,Vieirinha,-
Víctor Vázquez,Víctor Vázquez,31,175.0,Spain,76,76,Víctor,Vázquez
W. Bony,Wilfried Bony,29,183.0,Ivory Coast,76,76,Wilfried,Bony
W. Vainqueur,William Vainqueur,29,178.0,France,76,76,William,Vainqueur
W. Caballero,Willy Caballero,36,185.0,Argentina,76,76,Willy,Caballero
Y. Salibur,Yannis Salibur,27,178.0,France,76,76,Yannis,Salibur
Yoel,Yoel,29,185.0,Spain,76,76,Yoel,-
Y. Sankharé,Younousse Sankharé,28,183.0,Senegal,76,76,Younousse,Sankharé
Y. Kobayashi,Yu Kobayashi,30,178.0,Japan,76,76,Yu,Kobayashi
Y. Ōsako,Yūya Ōsako,28,183.0,Japan,76,76,Yūya,Ōsako
A. Szalai,Ádám Szalai,30,193.0,Hungary,76,76,Ádám,Szalai
A. Meret,Alex Meret,21,190.0,Italy,75,89,Alex,Meret
R. Sessegnon,Ryan Sessegnon,18,178.0,England,75,88,Ryan,Sessegnon
Felipe Vizeu,Felipe Vizeu,21,183.0,Brazil,75,87,Felipe,Vizeu
Jovane Cabral,Jovane Cabral,20,175.0,Cape Verde,75,87,Jovane,Cabral
J. Kluivert,Justin Kluivert,19,170.0,Netherlands,75,86,Justin,Kluivert
M. Mount,Mason Mount,19,178.0,England,75,86,Mason,Mount
Adama,Adama,22,178.0,Spain,75,85,Adama,-
A. Franco,Alan Franco,21,183.0,Argentina,75,85,Alan,Franco
C. Musonda,Charly Musonda,21,173.0,Belgium,75,85,Charly,Musonda
D. Zagadou,Dan-Axel Zagadou,19,196.0,France,75,85,Dan-Axel,Zagadou
Dani Olmo,Dani Olmo,20,178.0,Spain,75,85,Dani,Olmo
D. Samassékou,Diadie Samassékou,22,178.0,Mali,75,85,Diadie,Samassékou
F. Neuhaus,Florian Neuhaus,21,183.0,Germany,75,85,Florian,Neuhaus
M. Saracchi,Marcelo Saracchi,20,173.0,Uruguay,75,85,Marcelo,Saracchi
P. Retsos,Panagiotis Retsos,19,185.0,Greece,75,85,Panagiotis,Retsos
R. Mandragora,Rolando Mandragora,21,183.0,Italy,75,85,Rolando,Mandragora
Y. Karamoh,Yann Karamoh,19,185.0,France,75,85,Yann,Karamoh
A. Mawson,Alfie Mawson,24,188.0,England,75,84,Alfie,Mawson
A. Haidara,Amadou Haidara,20,175.0,Mali,75,84,Amadou,Haidara
A. Danjuma Groeneveld,Arnaut Danjuma Groeneveld,21,178.0,Netherlands,75,84,Arnaut,Danjuma Groeneveld
Brais Méndez,Brais Méndez,21,188.0,Spain,75,84,Brais,Méndez
F. Guilbert,Frédéric Guilbert,23,178.0,France,75,84,Frédéric,Guilbert
L. Blas,Ludovic Blas,20,180.0,France,75,84,Ludovic,Blas
M. Sarr,Malang Sarr,19,183.0,France,75,84,Malang,Sarr
Merino,Merino,22,185.0,Spain,75,84,Merino,-
N. Vlašić,Nikola Vlašić,20,178.0,Croatia,75,84,Nikola,Vlašić
Renato Sanches,Renato Sanches,20,175.0,Portugal,75,84,Renato,Sanches
T. Davies,Tom Davies,20,185.0,England,75,84,Tom,Davies
Z. Steffen,Zack Steffen,23,190.0,United States,75,84,Zack,Steffen
A. Grassi,Alberto Grassi,23,183.0,Italy,75,83,Alberto,Grassi
Borja Mayoral,Borja Mayoral,21,183.0,Spain,75,83,Borja,Mayoral
Córdoba,Córdoba,21,180.0,Spain,75,83,Córdoba,-
Kaku,Kaku,23,170.0,Paraguay,75,83,Kaku,-
K. Iheanacho,Kelechi Iheanacho,21,183.0,Nigeria,75,83,Kelechi,Iheanacho
K. Amian,Kelvin Amian,20,180.0,France,75,83,Kelvin,Amian
M. Locatelli,Manuel Locatelli,20,185.0,Italy,75,83,Manuel,Locatelli
M. Maignan,Mike Maignan,22,190.0,France,75,83,Mike,Maignan
O. Pineda,Orbelín Pineda,22,170.0,Mexico,75,83,Orbelín,Pineda
T. Souček,Tomáš Souček,23,193.0,Czech Republic,75,83,Tomáš,Souček
Unai Núñez,Unai Núñez,21,185.0,Spain,75,83,Unai,Núñez
Y. Osorio,Yordan Osorio,24,188.0,Venezuela,75,83,Yordan,Osorio
Y. Aït Bennasser,Youssef Aït Bennasser,21,183.0,Morocco,75,83,Youssef,Aït Bennasser
C. Söyüncü,Çağlar Söyüncü,22,185.0,Turkey,75,83,Çağlar,Söyüncü
A. Elis,Alberth Elis,22,180.0,Honduras,75,82,Alberth,Elis
B. Engels,Björn Engels,23,193.0,Belgium,75,82,Björn,Engels
C. Larin,Cyle Larin,23,188.0,Canada,75,82,Cyle,Larin
Danilo,Danilo,22,183.0,Brazil,75,82,Danilo,-
Gil Dias,Gil Dias,21,183.0,Portugal,75,82,Gil,Dias
Gonçalo Paciência,Gonçalo Paciência,23,183.0,Portugal,75,82,Gonçalo,Paciência
J. Hernández,Juan Camilo Hernández,19,175.0,Colombia,75,82,Juan,Camilo Hernández
K. Laimer,Konrad Laimer,21,180.0,Austria,75,82,Konrad,Laimer
L. Klostermann,Lukas Klostermann,22,188.0,Germany,75,82,Lukas,Klostermann
Marlon,Marlon,22,183.0,Brazil,75,82,Marlon,-
M. Zajc,Miha Zajc,24,178.0,Slovenia,75,82,Miha,Zajc
O. Duda,Ondrej Duda,23,180.0,Slovakia,75,82,Ondrej,Duda
Palhinha,Palhinha,22,190.0,Portugal,75,82,Palhinha,-
Paulinho,Paulinho,23,165.0,Brazil,75,82,Paulinho,-
R. Borré,Rafael Santos Borré,22,175.0,Colombia,75,82,Rafael,Santos Borré
S. Fofana,Seko Fofana,23,183.0,Ivory Coast,75,82,Seko,Fofana
S. Mounié,Steve Mounié,23,190.0,Benin,75,82,Steve,Mounié
Thiago Maia,Thiago Maia,21,178.0,Brazil,75,82,Thiago,Maia
Unai López,Unai López,22,170.0,Spain,75,82,Unai,López
B. Pearson,Ben Pearson,23,175.0,England,75,81,Ben,Pearson
Carlos Mané,Carlos Mané,24,173.0,Portugal,75,81,Carlos,Mané
E. Cabaco,Erick Cabaco,23,185.0,Uruguay,75,81,Erick,Cabaco
G. Konan,Ghislain Konan,22,175.0,Ivory Coast,75,81,Ghislain,Konan
Hélder Costa,Hélder Costa,24,178.0,Portugal,75,81,Hélder,Costa
Ivi,Ivi,24,175.0,Spain,75,81,Ivi,-
Jason,Jason,23,178.0,Spain,75,81,Jason,-
J. Figal,Jorge Figal,24,180.0,Argentina,75,81,Jorge,Figal
K. Akpoguma,Kevin Akpoguma,23,193.0,Germany,75,81,Kevin,Akpoguma
M. Coco,Marcus Coco,22,183.0,France,75,81,Marcus,Coco
M. Rog,Marko Rog,22,180.0,Croatia,75,81,Marko,Rog
M. Jensen,Mathias Jensen,22,173.0,Denmark,75,81,Mathias,Jensen
M. Lopez,Maxime Lopez,20,168.0,France,75,81,Maxime,Lopez
Medrán,Medrán,24,175.0,Spain,75,81,Medrán,-
Melero,Melero,24,183.0,Spain,75,81,Melero,-
M. Gaćinović,Mijat Gaćinović,23,175.0,Serbia,75,81,Mijat,Gaćinović
P. Tau,Percy Tau,24,168.0,South Africa,75,81,Percy,Tau
P. Gouano,Prince-Désir Gouano,24,185.0,France,75,81,Prince-Désir,Gouano
R. Martínez,Roger Martínez,24,180.0,Colombia,75,81,Roger,Martínez
Sandro,Sandro,22,175.0,Spain,75,81,Sandro,-
T. Bongonda,Théo Bongonda,22,175.0,Belgium,75,81,Théo,Bongonda
Y. Benzia,Yassine Benzia,23,178.0,Algeria,75,81,Yassine,Benzia
Yuri Ribeiro,Yuri Ribeiro,21,178.0,Portugal,75,81,Yuri,Ribeiro
A. Martín Arias,Alexis Martín Arias,25,185.0,Argentina,75,80,Alexis,Martín Arias
A. Duncan,Alfred Duncan,25,178.0,Ghana,75,80,Alfred,Duncan
A. Barreca,Antonio Barreca,23,180.0,Italy,75,80,Antonio,Barreca
B. Santamaria,Baptiste Santamaria,23,183.0,France,75,80,Baptiste,Santamaria
Bernardo,Bernardo,23,185.0,Brazil,75,80,Bernardo,-
B. Verstraete,Birger Verstraete,24,175.0,Belgium,75,80,Birger,Verstraete
C. Mbemba,Chancel Mbemba,23,183.0,DR Congo,75,80,Chancel,Mbemba
C. Luyindama,Christian Luyindama,24,190.0,DR Congo,75,80,Christian,Luyindama
F. Schär,Fabian Schär,26,188.0,Switzerland,75,80,Fabian,Schär
Francis,Francis,22,175.0,Spain,75,80,Francis,-
F. Rønnow,Frederik Rønnow,25,190.0,Denmark,75,80,Frederik,Rønnow
G. Shoji,Gen Shoji,25,183.0,Japan,75,80,Gen,Shoji
G. Nkoudou,Georges-Kévin Nkoudou,23,175.0,France,75,80,Georges-Kévin,Nkoudou
H. Hateboer,Hans Hateboer,24,188.0,Netherlands,75,80,Hans,Hateboer
I. Amadou,Ibrahim Amadou,25,183.0,France,75,80,Ibrahim,Amadou
Joelinton,Joelinton,21,185.0,Brazil,75,80,Joelinton,-
J. Alonso,Junior Alonso,25,183.0,Paraguay,75,80,Junior,Alonso
K. Ayhan,Kaan Ayhan,23,183.0,Turkey,75,80,Kaan,Ayhan
K. Stöger,Kevin Stöger,24,175.0,Austria,75,80,Kevin,Stöger
K. Wimmer,Kevin Wimmer,25,188.0,Austria,75,80,Kevin,Wimmer
L. Schaub,Louis Schaub,23,178.0,Austria,75,80,Louis,Schaub
Lucas Evangelista,Lucas Evangelista,23,180.0,Brazil,75,80,Lucas,Evangelista
Martín,Martín,22,178.0,Spain,75,80,Martín,-
M. Lemos,Mauricio Lemos,22,188.0,Uruguay,75,80,Mauricio,Lemos
M. Cornet,Maxwel Cornet,21,178.0,Ivory Coast,75,80,Maxwel,Cornet
M. Krmenčík,Michael Krmenčík,25,190.0,Czech Republic,75,80,Michael,Krmenčík
Miguel Silva,Miguel Silva,23,190.0,Portugal,75,80,Miguel,Silva
M. Agu,Mikel Agu,25,183.0,Nigeria,75,80,Mikel,Agu
O. Kharbin,Omar Kharbin,24,185.0,Syria,75,80,Omar,Kharbin
Pedraza,Pedraza,22,183.0,Spain,75,80,Pedraza,-
R. Karsdorp,Rick Karsdorp,23,183.0,Netherlands,75,80,Rick,Karsdorp
R. Thomas,Ryan Thomas,23,175.0,New Zealand,75,80,Ryan,Thomas
S. Johnstone,Sam Johnstone,25,193.0,England,75,80,Sam,Johnstone
V. Buyalskyi,Vitaliy Buyalskyi,25,170.0,Ukraine,75,80,Vitaliy,Buyalskyi
V. Guzmán,Víctor Guzmán,23,175.0,Mexico,75,80,Víctor,Guzmán
Y. Mvogo,Yvon Mvogo,24,190.0,Switzerland,75,80,Yvon,Mvogo
A. Conti,Andrea Conti,24,183.0,Italy,75,79,Andrea,Conti
A. Cornelius,Andreas Cornelius,25,193.0,Denmark,75,79,Andreas,Cornelius
A. Limbombe,Anthony Limbombe,23,175.0,Belgium,75,79,Anthony,Limbombe
A. Masuaku,Arthur Masuaku,24,178.0,DR Congo,75,79,Arthur,Masuaku
B. Mechele,Brandon Mechele,25,190.0,Belgium,75,79,Brandon,Mechele
C. Domínguez,Cecilio Domínguez,23,178.0,Paraguay,75,79,Cecilio,Domínguez
D. Amartey,Daniel Amartey,23,185.0,Ghana,75,79,Daniel,Amartey
D. Cataldi,Danilo Cataldi,23,180.0,Italy,75,79,Danilo,Cataldi
D. Türüç,Deniz Türüç,25,178.0,Turkey,75,79,Deniz,Türüç
D. Valdés,Diego Valdés,24,178.0,Chile,75,79,Diego,Valdés
Emerson,Emerson,23,175.0,Italy,75,79,Emerson,-
E. Thommy,Erik Thommy,23,175.0,Germany,75,79,Erik,Thommy
G. Ferrari,Gian Marco Ferrari,26,188.0,Italy,75,79,Gian,Marco Ferrari
G. Rodríguez,Guido Rodríguez,23,185.0,Argentina,75,79,Guido,Rodríguez
G. Maripán,Guillermo Maripán,24,193.0,Chile,75,79,Guillermo,Maripán
H. Villalba,Héctor Villalba,23,173.0,Paraguay,75,79,Héctor,Villalba
J. Locadia,Jürgen Locadia,24,185.0,Netherlands,75,79,Jürgen,Locadia
K. Stafylidis,Konstantinos Stafylidis,24,178.0,Greece,75,79,Konstantinos,Stafylidis
Kwon Chang Hoon,Kwon Chang Hoon,24,175.0,Korea Republic,75,79,Kwon,Chang Hoon
M. Çağıran,Musa Çağıran,25,180.0,Turkey,75,79,Musa,Çağıran
N. Redmond,Nathan Redmond,24,173.0,England,75,79,Nathan,Redmond
R. Bensebaini,Ramy Bensebaini,23,185.0,Algeria,75,79,Ramy,Bensebaini
Ricardo Ferreira,Ricardo Ferreira,25,190.0,Portugal,75,79,Ricardo,Ferreira
S. Cristóforo,Sebastián Cristóforo,24,175.0,Uruguay,75,79,Sebastián,Cristóforo
S. Denswil,Stefano Denswil,25,185.0,Netherlands,75,79,Stefano,Denswil
Y. Ayoub,Yassin Ayoub,24,175.0,Morocco,75,79,Yassin,Ayoub
A. Ring,Alexander Ring,27,178.0,Finland,75,78,Alexander,Ring
A. Blake,Andre Blake,27,193.0,Jamaica,75,78,Andre,Blake
A. Roa,Andrés Felipe Roa,25,175.0,Colombia,75,78,Andrés,Felipe Roa
B. Zungu,Bongani Zungu,25,183.0,South Africa,75,78,Bongani,Zungu
Borja Bastón,Borja Bastón,25,190.0,Spain,75,78,Borja,Bastón
Borja Valle,Borja Valle,25,178.0,Spain,75,78,Borja,Valle
Burgui,Burgui,24,183.0,Spain,75,78,Burgui,-
Bustinza,Bustinza,26,175.0,Spain,75,78,Bustinza,-
C. McGregor,Callum McGregor,25,175.0,Scotland,75,78,Callum,McGregor
Chema Rodríguez,Chema Rodríguez,26,188.0,Spain,75,78,Chema,Rodríguez
D. Machís,Darwin Machís,25,170.0,Venezuela,75,78,Darwin,Machís
D. Rolán,Diego Rolán,25,178.0,Uruguay,75,78,Diego,Rolán
E. Roco,Enzo Roco,25,193.0,Chile,75,78,Enzo,Roco
E. Andrada,Esteban Andrada,27,193.0,Argentina,75,78,Esteban,Andrada
Fernandinho,Fernandinho,25,175.0,Brazil,75,78,Fernandinho,-
F. Tait,Flavien Tait,25,175.0,France,75,78,Flavien,Tait
F. Midtsjø,Fredrik Midtsjø,24,175.0,Norway,75,78,Fredrik,Midtsjø
Fábio Martins,Fábio Martins,24,178.0,Portugal,75,78,Fábio,Martins
G. Herrera,Guido Herrera,26,188.0,Argentina,75,78,Guido,Herrera
Ivan Cavaleiro,Ivan Cavaleiro,24,175.0,Portugal,75,78,Ivan,Cavaleiro
J. Ananidze,Jano Ananidze,25,170.0,Georgia,75,78,Jano,Ananidze
J. Bruma,Jeffrey Bruma,26,190.0,Netherlands,75,78,Jeffrey,Bruma
J. Svensson,Jonas Svensson,25,170.0,Norway,75,78,Jonas,Svensson
J. Drmić,Josip Drmić,25,183.0,Switzerland,75,78,Josip,Drmić
João Teixeira,João Teixeira,25,178.0,Portugal,75,78,João,Teixeira
L. González Pirez,Leandro González Pirez,26,185.0,Argentina,75,78,Leandro,González Pirez
Lee Jae Sung,Lee Jae Sung,25,180.0,Korea Republic,75,78,Lee,Jae Sung
Lekue,Lekue,25,180.0,Spain,75,78,Lekue,-
L. Sepe,Luigi Sepe,27,185.0,Italy,75,78,Luigi,Sepe
L. Lerager,Lukas Lerager,24,185.0,Denmark,75,78,Lukas,Lerager
M. Bizot,Marco Bizot,27,193.0,Netherlands,75,78,Marco,Bizot
M. Doherty,Matt Doherty,26,183.0,Republic of Ireland,75,78,Matt,Doherty
N. Araújo,Néstor Araújo,26,188.0,Mexico,75,78,Néstor,Araújo
O. Onazi,Ogenyi Onazi,25,173.0,Nigeria,75,78,Ogenyi,Onazi
Pablo Santos,Pablo Santos,26,188.0,Brazil,75,78,Pablo,Santos
Rubén Pardo,Rubén Pardo,25,180.0,Spain,75,78,Rubén,Pardo
Sergio Álvarez,Sergio Álvarez,26,183.0,Spain,75,78,Sergio,Álvarez
S. Kryvtsov,Sergiy Kryvtsov,27,185.0,Ukraine,75,78,Sergiy,Kryvtsov
S. Sturaro,Stefano Sturaro,25,180.0,Italy,75,78,Stefano,Sturaro
S. van Beek,Sven van Beek,23,188.0,Netherlands,75,78,Sven,van Beek
Tchê Tchê,Tchê Tchê,25,175.0,Brazil,75,78,Tchê,Tchê
V. Claesson,Viktor Claesson,26,183.0,Sweden,75,78,Viktor,Claesson
V. Janssen,Vincent Janssen,24,183.0,Netherlands,75,78,Vincent,Janssen
Y. Cardinale,Yoan Cardinale,24,180.0,France,75,78,Yoan,Cardinale
Zaldúa,Zaldúa,26,175.0,Spain,75,78,Zaldúa,-
A. Thomasson,Adrien Thomasson,24,178.0,France,75,77,Adrien,Thomasson
A. Musa,Ahmed Musa,25,170.0,Nigeria,75,77,Ahmed,Musa
André Ramalho,André Ramalho,26,183.0,Brazil,75,77,André,Ramalho
D. Boyata,Dedryck Boyata,27,188.0,Belgium,75,77,Dedryck,Boyata
E. Dilaver,Emir Dilaver,27,183.0,Austria,75,77,Emir,Dilaver
E. Durm,Erik Durm,26,183.0,Germany,75,77,Erik,Durm
F. Helander,Filip Helander,25,193.0,Sweden,75,77,Filip,Helander
Guilherme,Guilherme,27,178.0,Brazil,75,77,Guilherme,-
J. Hendrick,Jeff Hendrick,26,183.0,Republic of Ireland,75,77,Jeff,Hendrick
K. Babacar,Khouma Babacar,25,190.0,Senegal,75,77,Khouma,Babacar
L. Zelarayán,Lucas Zelarayán,26,173.0,Argentina,75,77,Lucas,Zelarayán
M. Mevlja,Miha Mevlja,28,190.0,Slovenia,75,77,Miha,Mevlja
N. Mendy,Nampalys Mendy,26,168.0,France,75,77,Nampalys,Mendy
Pelé,Pelé,26,183.0,Guinea Bissau,75,77,Pelé,-
S. Larsson,Sam Larsson,25,178.0,Sweden,75,77,Sam,Larsson
Serantes,Serantes,28,183.0,Spain,75,77,Serantes,-
S. Armstrong,Stuart Armstrong,26,183.0,Scotland,75,77,Stuart,Armstrong
A. Flint,Aden Flint,28,198.0,England,75,76,Aden,Flint
A. Paschalakis,Alexandros Paschalakis,28,198.0,Greece,75,76,Alexandros,Paschalakis
A. Potuk,Alper Potuk,27,178.0,Turkey,75,76,Alper,Potuk
A. Younes,Amin Younes,24,168.0,Germany,75,76,Amin,Younes
A. Ibargüen,Andrés Ibargüen,26,168.0,Colombia,75,76,Andrés,Ibargüen
B. Butko,Bogdan Butko,27,183.0,Ukraine,75,76,Bogdan,Butko
C. Vargas,Camilo Vargas,29,185.0,Colombia,75,76,Camilo,Vargas
Carles Gil,Carles Gil,25,170.0,Spain,75,76,Carles,Gil
C. Günter,Christian Günter,25,183.0,Germany,75,76,Christian,Günter
Fontàs,Fontàs,28,185.0,Spain,75,76,Fontàs,-
Fran Sol,Fran Sol,26,180.0,Spain,75,76,Fran,Sol
G. Schennikov,Georgiy Schennikov,27,180.0,Russia,75,76,Georgiy,Schennikov
G. Carrillo,Guido Carrillo,27,190.0,Argentina,75,76,Guido,Carrillo
Gálvez,Gálvez,29,188.0,Spain,75,76,Gálvez,-
I. Opara,Ike Opara,29,188.0,United States,75,76,Ike,Opara
Joel Robles,Joel Robles,28,196.0,Spain,75,76,Joel,Robles
Jozabed,Jozabed,27,180.0,Spain,75,76,Jozabed,-
J. Korb,Julian Korb,26,178.0,Germany,75,76,Julian,Korb
J. Damm,Jürgen Damm,25,185.0,Mexico,75,76,Jürgen,Damm
Keko,Keko,26,173.0,Spain,75,76,Keko,-
Lucas Lima,Lucas Lima,26,178.0,Brazil,75,76,Lucas,Lima
M. Braithwaite,Martin Braithwaite,27,180.0,Denmark,75,76,Martin,Braithwaite
M. Kelly,Martin Kelly,28,190.0,England,75,76,Martin,Kelly
M. Lestienne,Maxime Lestienne,26,175.0,Belgium,75,76,Maxime,Lestienne
O. Elabdellaoui,Omar Elabdellaoui,26,178.0,Norway,75,76,Omar,Elabdellaoui
P. Dummett,Paul Dummett,26,183.0,Wales,75,76,Paul,Dummett
P. Ntep,Paul-Georges Ntep,25,180.0,Cameroon,75,76,Paul-Georges,Ntep
R. Ghezzal,Rachid Ghezzal,26,183.0,Algeria,75,76,Rachid,Ghezzal
R. Falk,Rasmus Falk,26,178.0,Denmark,75,76,Rasmus,Falk
R. Berić,Robert Berić,27,188.0,Slovenia,75,76,Robert,Berić
R. Otero,Rómulo Otero,25,170.0,Venezuela,75,76,Rómulo,Otero
Sabin Merino,Sabin Merino,26,188.0,Spain,75,76,Sabin,Merino
Sergi Guardiola,Sergi Guardiola,27,188.0,Spain,75,76,Sergi,Guardiola
S. Mitrović,Stefan Mitrović,28,188.0,Serbia,75,76,Stefan,Mitrović
T. Bifouma,Thievy Bifouma,26,180.0,Congo,75,76,Thievy,Bifouma
T. Kolodziejczak,Timothée Kolodziejczak,26,185.0,France,75,76,Timothée,Kolodziejczak
T. Arslan,Tolgay Arslan,27,180.0,Germany,75,76,Tolgay,Arslan
O. Şahiner,Ömer Ali Şahiner,26,175.0,Turkey,75,76,Ömer,Ali Şahiner
A. Barrada,Abdelaziz Barrada,29,178.0,Morocco,75,75,Abdelaziz,Barrada
A. El Khayati,Abdenasser El Khayati,29,185.0,Netherlands,75,75,Abdenasser,El Khayati
A. Diaby,Abdoulay Diaby,27,173.0,Mali,75,75,Abdoulay,Diaby
A. Hernández,Abel Hernández,27,185.0,Uruguay,75,75,Abel,Hernández
Adilson Edrada,Adilson Edrada,26,175.0,Brazil,75,75,Adilson,Edrada
A. Mierzejewski,Adrian Mierzejewski,31,175.0,Poland,75,75,Adrian,Mierzejewski
Ailton Guevara,Ailton Guevara,26,178.0,Brazil,75,75,Ailton,Guevara
Alan Patrick,Alan Patrick,27,178.0,Brazil,75,75,Alan,Patrick
A. Adomah,Albert Adomah,30,183.0,Ghana,75,75,Albert,Adomah
Alcalá,Alcalá,29,196.0,Spain,75,75,Alcalá,-
A. Silva,Alejandro Silva,28,178.0,Uruguay,75,75,Alejandro,Silva
A. Mejía,Alexander Mejía,29,178.0,Colombia,75,75,Alexander,Mejía
A. Song,Alexandre Song,30,185.0,Cameroon,75,75,Alexandre,Song
A. Donnarumma,Alfredo Donnarumma,27,180.0,Italy,75,75,Alfredo,Donnarumma
A. Talavera,Alfredo Talavera,35,188.0,Mexico,75,75,Alfredo,Talavera
Allan Bardinho,Allan Bardinho,26,175.0,Brazil,75,75,Allan,Bardinho
A. McGregor,Allan McGregor,36,183.0,Scotland,75,75,Allan,McGregor
A. Raggi,Andrea Raggi,34,188.0,Italy,75,75,Andrea,Raggi
A. Surman,Andrew Surman,31,178.0,England,75,75,Andrew,Surman
A. Pérez,Andrés Pérez,37,180.0,Colombia,75,75,Andrés,Pérez
A. Mounier,Anthony Mounier,30,175.0,France,75,75,Anthony,Mounier
A. Westwood,Ashley Westwood,28,175.0,England,75,75,Ashley,Westwood
A. Hurtado,Avilés Hurtado,31,170.0,Colombia,75,75,Avilés,Hurtado
B. Ndiaye,Badou Ndiaye,27,180.0,Senegal,75,75,Badou,Ndiaye
Baiano,Baiano,31,178.0,Brazil,75,75,Baiano,-
Balenziaga,Balenziaga,30,178.0,Spain,75,75,Balenziaga,-
B. Douglas,Barry Douglas,28,178.0,Scotland,75,75,Barry,Douglas
B. Feilhaber,Benny Feilhaber,33,175.0,United States,75,75,Benny,Feilhaber
Bobô,Bobô,33,185.0,Brazil,75,75,Bobô,-
Bojan,Bojan,27,170.0,Spain,75,75,Bojan,-
B. Jokič,Bojan Jokič,32,175.0,Slovenia,75,75,Bojan,Jokič
B. Dočkal,Bořek Dočkal,29,183.0,Czech Republic,75,75,Bořek,Dočkal
B. Jones,Brad Jones,36,193.0,Australia,75,75,Brad,Jones
B. Alemán,Brahian Alemán,28,175.0,Uruguay,75,75,Brahian,Alemán
Caio Nunson,Caio Nunson,30,185.0,Brazil,75,75,Caio,Nunson
C. Ciano,Camillo Ciano,28,175.0,Italy,75,75,Camillo,Ciano
Carlitos,Carlitos,28,175.0,Spain,75,75,Carlitos,-
C. Kameni,Carlos Idriss Kameni,34,185.0,Cameroon,75,75,Carlos,Idriss Kameni
C. Daniels,Charlie Daniels,31,178.0,England,75,75,Charlie,Daniels
C. Cueva,Christian Cueva,26,168.0,Peru,75,75,Christian,Cueva
C. Fuchs,Christian Fuchs,32,188.0,Austria,75,75,Christian,Fuchs
C. Maggio,Christian Maggio,36,183.0,Italy,75,75,Christian,Maggio
C. Jallet,Christophe Jallet,34,178.0,France,75,75,Christophe,Jallet
Claudemir,Claudemir,30,185.0,Brazil,75,75,Claudemir,-
C. Beauvue,Claudio Beauvue,30,175.0,France,75,75,Claudio,Beauvue
C. Budescu,Constantin Budescu,29,183.0,Romania,75,75,Constantin,Budescu
C. Cathcart,Craig Cathcart,29,190.0,Northern Ireland,75,75,Craig,Cathcart
C. Toselli,Cristopher Toselli,30,183.0,Chile,75,75,Cristopher,Toselli
Cássio,Cássio,37,185.0,Brazil,75,75,Cássio,-
Dani Rochelinhas,Dani Rochelinhas,26,178.0,Brazil,75,75,Dani,Rochelinhas
D. Bocanegra,Daniel Bocanegra,31,183.0,Colombia,75,75,Daniel,Bocanegra
D. Congré,Daniel Congré,33,185.0,France,75,75,Daniel,Congré
D. Bonera,Daniele Bonera,37,183.0,Italy,75,75,Daniele,Bonera
D. Ba,Demba Ba,33,188.0,Senegal,75,75,Demba,Ba
D. Glushakov,Denis Glushakov,31,180.0,Russia,75,75,Denis,Glushakov
D. Aogo,Dennis Aogo,31,185.0,Germany,75,75,Dennis,Aogo
